store_id,name,address,lat,lng
8298431a,탑인형뽑기 부평점,인천광역시 부평구 부평대로12번길 10,37.492314982156,126.723800963868
d2bb7587,탑인형뽑기 수원역점,경기도 수원시 팔달구 향교로 57,37.2697720719402,127.007037616876
625a61aa,TOP뽑기,대구광역시 달서구 야외음악당로39길 72,35.8548645769959,128.553283326146
46fb907e,TOP인형뽑기 송탄점,경기도 평택시 관광특구로 37,37.0670588598215,127.063022970423
6d236561,탑인형뽑기,울산광역시 동구 봉수로 329,35.5151750933471,129.424070096168
33d3d8a5,봉봉스테이션,인천광역시 서구 가정동 618-6,37.5267970988216,126.671164413892
8cb6f877,봉봉스테이션,경기도 광명시 철산동 411,37.4748797067631,126.867722914613
036ae457,봉봉스테이션,인천광역시 미추홀구 주안동 141-5,37.4637087160904,126.680601678982
2b3c9409,봉봉스테이션,서울특별시 성북구 동소문로22길 19,37.592169826396,127.017895947873
d0b1e2ed,봉봉스테이션,경기도 용인시 처인구 명지로60번길 8-4,37.2309491777332,127.187764659465
e71aa6da,봉봉스테이션,서울특별시 노원구 상계동 616-4,37.6556639302111,127.062876609196
28a353b6,봉봉스테이션,경기도 김포시 김포한강9로 95,37.6451553007371,126.625590298033
f01fa4e0,봉봉스테이션 신촌점,서울특별시 서대문구 연세로 6,37.556064413667,126.937028242703
290076e9,봉봉스테이션,"충청북도 청주시 상당구 중고개로141번길 11-6",36.6165687697422,127.517275466789
3838d4a1,봉봉스테이션,울산광역시 남구 삼산로277번길 8,35.5401470808243,129.337425867203
6198b713,봉봉스테이션,충청북도 청주시 청원구 상당로 239,36.6496357574183,127.48886986896
d560e715,봉봉스테이션,부산광역시 중구 광복로 44,35.0991588700238,129.02979866232
4c430cff,봉봉스테이션,대구광역시 수성구 수성못길 12,35.8262144252472,128.622113194836
b1ec7701,봉봉스테이션,경상북도 구미시 옥계북로 22,36.1382697396644,128.419813866082
9ed4a66b,봉봉스테이션,울산광역시 남구 왕생로40번길 31,35.5379039528774,129.33517767719
f286fba9,봉봉스테이션,부산광역시 남구 용소로13번길 17,35.1367420529701,129.10146880873
52c65915,봉봉스테이션 인천삼산점,인천광역시 부평구 체육관로 32,37.5082883689579,126.735148437087
bb3200e7,봉봉스테이션 영종도점,인천광역시 중구 하늘달빛로 90-7,37.4872428253742,126.558307279426
